,ReviewID,Cochrane_Title
2658,CD009760,Cathodal transcranial direct current stimulation of the right Wernicke's area improves comprehension in subacute stroke patients
2659,CD001914,Relationships among nutritional status and skeletal and respiratory muscle function in cystic fibrosis: does early dietary supplementation make a difference?
2660,CD001083,Radiologic evidence of disease modification in rheumatoid arthritis patients treated with cyclosporine
2661,CD009062,Improved obstetric outcomes using hypnotic analgesia and skill mastery combined with childbirth education
2662,CD004746,Management of patients with Alzheimer's disease plus cerebrovascular disease: 12-month treatment with galantamine
2663,CD007514,"Treatment with Simvastatin in Normocholesterolaemic Patients with Alzheimer's Disease: A 26-Week Randomized, Placebo-Controlled, Double-blind Trial"
2664,CD001187,Continuous avoidance measures with or without acaricide in dust mite-allergic asthmatic children
2665,CD000451,"The role of membrane stripping in prevention of post-term pregnancy: a randomised clinical trial in Ile-Ife, Nigeria"
2666,CD001390,Clinical efficacy of pneumococcal vaccine in COPD patients. Preliminary results
2667,CD004706,Adjuvant treatment for early epithelial ovarian cancer: results of two randomised clinical trials comparing cisplatin to no further treatment or chromic phosphate (32P). G.I.C.O.G.: Gruppo Interregionale Collaborativo in Ginecologia Oncologica
2668,CD007868,A randomised controlled trial of the effectiveness of providing free fluoride toothpaste from the age of 12 months on reducing caries in 5-6 year old children
2669,CD006540,Effects of dental care instruction on knowledge attitude behaviour and fear
2670,CD006636,Stepwise compared with rapid application of vacuum in ventouse extraction procedures
2671,CD004049,Combination of inositol and serotonin reuptake inhibitors in the treatment of depression
2672,MR000001,Quality and retrieval of obstetrical anaesthesia randomized controlled trials
2673,CD004426,The effect of short-term dimethylglycine treatment on oxygen consumption in cytochrome oxidase deficiency: a double-blind randomized crossover clinical trial
2674,CD004727,A randomized prospective trial of hyperbaric oxygen in a referral burn center population
2675,CD003374,Time to progression in metastatic breast cancer patients treated with epirubicin is not improved by the addition of either cisplatin or lonidamine: final results of a phase III study with a factorial design
2676,CD000412,Pulsatile gonadotrophin releasing hormone stimulation after medium-term pituitary suppression in polycystic ovary syndrome
2677,CD003526,Pre-arthroplasty rehabilitation is effective in reducing hospital stay
2678,CD006221,Opposing effects of DHEA replacement in elderly subjects on declarative memory and attention after exposure to a laboratory stressor
2679,CD001993,Vacuum aspiration in the treatment of incomplete abortion
2680,CD007682,Outcome of in vitro fertilization after transabdominal ultrasound-assisted embryo transfer with a full or empty bladder
2681,CD002071,Adjunctive abciximab improves patency and functional outcome in endovascular treatment of femoropopliteal occlusions: initial experience
2682,CD007524,"Quadrupling the dose of inhaled corticosteroid to prevent asthma exacerbations: a randomized, double blind, placebo controlled, parallel group, clinical trial"
2683,CD002282,A clinical evaluation of a glass ionomer cement as an orthodontic bonding adhesive compared with an acrylic resin
2684,CD006528,Efficacy and safety of mirtazapine vs trazodone in hospitalised depressed patients
2685,CD005562,Effects of cognitive-communication stimulation for Alzheimer's disease patients treated with donepezil
2686,CD008754,"Computer-aided retraining of memory and attention in people with multiple sclerosis: a randomized, double-blind controlled trial"
2687,CD002250,A randomised controlled trial of metronidazole for the prevention of preterm birth in women positive for cervicovaginal fetal fibronectin: the PREMET study
2688,CD004869,Cyst(e)ine measurements during total parenteral nutrition
2689,CD001142,Constipation during pregnancy: dietary fibre intake and the effect of fibre supplementation
2690,CD002781,The effect of a fluoride gel used for supervised toothbrushing 15 or 30 times per year
2691,CD003991,"Vas occlusion by tantalum clips and its comparison with conventional vasectomy in man: reliability, reversibility, and complications"
2692,CD004958,Anterior cervical discectomy: Is fusion necessary?
2693,CD007999,Optimal dose of intravenous pantoprazole in patients with peptic ulcer bleeding requiring endoscopic hemostasis in Korea
2694,CD006037,Motivational enhancement therapy for nicotine dependence in methadone- maintained pregnant women
2695,CD005954,Aquatic fitness training for children with juvenile idiopathic arthritis
2696,CD007309,A randomised trial of cisplatin and vindesine versus supportive care only in advanced non-small cell lung cancer
2697,CD008112,Effectiveness of four conservative treatments for subacute low back pain: a randomized clinical trial
2698,CD002256,Treatment of lower urinary tract infection in pregnancy
2699,CD007323,"Effects of doxycycline on progression of osteoarthritis: results of a randomized, placebo-controlled, double-blind trial"
2700,CD008586,Safety and feasibility of switching from phenytoin to levetiracetam monotherapy for glioma-related seizure control following craniotomy: a randomized phase II pilot study
2701,CD000026,[A co-operative study on prophylaxis of fungal infection in patients with hematological diseases: prophylactic effect of oral administration of amphotericin B][Japanese]
2702,CD002000,Aortoiliofemoral thromboendarterectomy vs bypass graft
2703,CD002823,Does transcutaneous electrical nerve stimulation improve the physical performance of people with knee osteoarthritis?
2704,CD005101,A clinical trial of a slow-releasing fluoride device in children
2705,CD007776,Randomized efficacy trial of early preconception counseling for diabetic teens (READY-girls)
2706,CD004751,Laparoscopy compared with laparoscopically guided minilaparotomy for large adnexal masses: a randomised control trial
2707,CD002064,A placebo controlled trial of insulin-like nerve growth factor-1 in amyotrophic lateral sclerosis
2708,CD002310,Comparison of the effect on HPA-axis of inhaled fluticasone propionate (FP) 1500 mcg/day via Diskus and budesonide (BUD) 1600 mcg/day via Turbuhaler in adult asthmatic patients
2709,CD000337,Operative or conservative treatment for trochanteric fractures of the femur. A randomised epidemiological trial in elderly patients
2710,CD009361,Initial combination therapy with metformin and colesevelam for achievement of glycemic and lipid goals in early type 2 diabetes
2711,CD002980,Acyclovir treatment of varicella in otherwise healthy adolescents
2712,CD001951,Experimental comparison of the effectivity of individually adapted and standardized dosages of haloperidol
2713,CD002864,Oxytocin- or low-dose prostaglandin F2alpha-infusion for stimulation of labor after primary rupture of membranes
2714,CD006882,Randomised study of influence of two-dimensional versus three-dimensional imaging on performance of laparoscopic cholecystectomy
2715,CD004554,"Tolcapone improves motor fluctuation and reduces levodopa requirement in patients with Parkinson's disease experiencing motor fluctuations: A multicenter, double-blind, randomized, placebo-controlled trial"
2716,CD004078,"Randomized, controlled study of continuous 5-FU infusion starting immediately after curative surgery for advanced colorectal cancer"
2717,CD000969,A controlled trial of the tolerance of amphotericin B infused in dextrose or in Intralipid in patients with haematological malignancies
2718,CD003318,A cluster-randomized trial of provider-initiated (opt-out) HIV counseling and testing of tuberculosis patients in South Africa
2719,CD008776,"A randomized, controlled trial of an automated wireless messaging system for diabetes"
2720,CD002904,Interferon versus steroids in patients with hepatitis C virus associated cryoglobulinaemic glomerulonephritis
2721,CD001150,Effects of repeated application of emollient cream to premature neonates' skin
2722,CD005539,Introducing a nutrition screening tool: an exploratory study in a district general hospital
2723,CD006322,Effects of pulmonary rehabilitation in patients with idiopathic pulmonary fibrosis
2724,CD005084,Evaluation of a dental office tobacco cessation program: effects on smokeless tobacco use
2725,CD005205,Effect of n-3 fatty acid supplement to patients with atopic dermatitis
2726,CD005147,Psychiatric rehabilitation in a Chinese psychiatric hospital
2727,CD004776,Epoetin alfa once weekly improves anemia in HIV/Hepatitis C virus-coinfected patients treated with interferon/ribavirin: a randomized controlled trial
2728,CD002316,Randomized trial of inhaled flunisolide versus placebo among asthmatic patients discharged from the emergency department
2729,CD004580,Outpatient versus hospital methadone detoxification: An experimental comparison
2730,CD003154,Specific functional effects of memantine treatment in patients with moderate to severe Alzheimer's disease
2731,CD000200,Early surgical treatment for supratentorial intracerebral hemorrhage: a randomized feasibility study
2732,CD005263,Effects of home versus supervised exercise for patients with intermittent claudication
2733,CD001924,Lubeluzole in acute stroke treatment. A double-blind study with an 8-hour inclusion window comparing a 10-mg daily dose of Lubeluzole with placebo
2734,CD007121,Low-intensity pulsed ultrasound (LIPUS) in fresh clavicle fractures: A multi-centre double blind randomised controlled trial
2735,CD005222,Trial of an ACTH-4-9 analogue (ORG 2766) in children with intractable seizures
2736,CD006945,A randomized comparison between rasburicase and allopurinol in children with lymphoma or leukemia at high risk for tumor lysis
2737,CD000977,Antigen dependent adverse reactions and seroconversion of a tick-borne encephalitis vaccine in children
2738,CD004439,Randomized trial of ciprofloxacin compared with other antimicrobial therapy in the treatment of osteomyelitis
2739,CD001007,Cognitive-behavioral treatment for depression in smoking cessation
2740,CD007457,Satisfaction of healthy pregnant women receiving short message service via mobile phone for prenatal support: A randomized controlled trial
2741,CD002034,Debulking or biopsy of malignant glioma in elderly people - a randomised study
2742,CD000313,Case management in a heterogeneous congestive heart failure population
2743,CD003656,Salt restriction and no drug treatment in mild to moderate hypertension [letter]
2744,CD005487,Brachial plexus anaesthesia in children: lateral infraclavicular vs axillary approach
2745,CD006791,Discussion on design and quality control of clinical trials of Traditional Chinese Medicine on the basis of Fuhuang tablets clinical study
2746,CD007559,An educational intervention to improve women's ability to cope with childbirth
2747,CD003785,Therapeutic efficacy of multiple intravenous infusions of anti-tumor necrosis factor alpha monoclonal antibody combined with low-dose weekly methotrextae in rheumatoid arthritis
2748,CD002249,Addition of human chorionic gonadotropin to clomiphene citrate ovulation induction therapy does not improve pregnancy outcomes and luteal function
2749,CD007180,Effect of improved sanitary facilities on infant diarrhea in a Hopi village
2750,CD002748,Breast cancer after prophylactic bilateral mastectomy in women with a BRCA1 or BRCA2 mutation
2751,CD001745,Penetration of the Kilkenny Health Project Education Programme
2752,CD000229,The use of antenatal vitamin K in the prevention of early neonatal intraventricular hemorrhage
2753,CD007297,The effects of a shared decision-making intervention in primary care of depression: a cluster-randomized controlled trial
2754,CD003717,"Information disclosure, subject understanding, and informed consent in psychiatric research"
2755,CD003992,"Outpatient therapy with oral ofloxacin for patients with low risk neutropenia and fever: a prospective, randomized clinical trial"
2756,CD004943,Prophylaxis for Mendelson's syndrome before elective caesarean section. A comparison of cimetidine and magnesium trisilicate mixture regimens
2757,CD000396,Ketorolac versus acetaminophen-codeine in the emergency department treatment of acute low back pain
2758,CD005039,Nutritional impact of supplementation in the INCAP longitudinal study: analytic strategies and inferences
2759,CD006624,A double-blind randomised comparative trial of amisulpride versus olanzapine for 2 months in the treatment of subjects with schizophrenia and comorbid depression
2760,CD004674,Immediate and long term effects of weight reduction in obese people with asthma: randomised controlled study
2761,CD003935,Single versus multiple courses of antenatal betamethasone and neonatal outcome: a randomized controlled trial
2762,CD005087,French multicentre randomized double-blind placebo-controlled trial on nebulized amiloride in cystic fibrosis patients [abstract]
2763,CD006164,School-milk intervention trial enhances growth and bone mineral accretion in Chinese girls aged 10-12 years in Beijing
2764,CD005053,"Cidofovir efficacy in recurrent respiratory papillomatosis: a randomized, double-blind, placebo-controlled study"
2765,CD003521,Clinical trial of audio analgesia in childbirth
2766,CD008994,Comparison of ovarian cyst formation in women using the levonorgestrel-releasing intrauterine system vs. hysterectomy
2767,CD008481,Continuous versus intermittent infusion of vancomycin in severe staphylococcal infections: prospective multicenter randomized study
2768,CD002300,"Cisapride in the control of symptoms in infants with gastroesophageal reflux. A randomized, double-blind, placebo-controlled trial"
2769,CD004603,Does ketamine have preemptive effects in women undergoing abdominal hysterectomy procedures?
2770,CD003140,"Treatment of filarial lymphoedema and elephantiasis with 5,6-benzo- alpha-pyrone (coumarin)"
2771,CD004383,Providing comprehensive health care to children with chronic illness
2772,CD000937,"Magnesium, calcium, haemoglobin, haematocrit, oestriol and HPL following magnesium substitution during pregnancy"
2773,CD005477,A comparison of one layer and two layer techniques for colorectal anastomosis
2774,CD006689,Randomized trial of 2-dose versus monthly sulfadoxine-pyrimethamine intermittent preventive treatment for malaria in HIV-positive and HIV-negative pregnant women in Malawi
2775,CD003544,A double-blind placebo controlled trial of demeclocycline treatment of polydipsia-hyponatraemia in chronically psychotic patients
2776,CD007585,Systematic pelvic lymphadenectomy vs. no lymphadenectomy in early-stage endometrial carcinoma: randomized clinical trial
2777,CD004158,The impact of dressings on recovery from carpal tunnel decompression
2778,CD005022,Safety of posterior juxtascleral depot administration of the angiostatic cortisone anecortave acetate for treatment of subfoveal choroidal neovascularization in patients with age-related macular degeneration
2779,CD001130,Iprindole in neurotic depressed general practice patients: A controlled study
2780,CD000944,The implications of introducing the symphyseal-fundal height-measurement. A prospective randomized controlled trial
2781,CD001036,Analysis of five sampling methods for the preparation of cervical smears
2782,CD005472,Effects of hand acupuncture therapy on sleep quality in sleep disrupted adults
2783,CD006341,The use of cranial electrotherapy stimulation in the treatment of closed-head-injured patients
2784,CD006895,Effect of Lactobacillus casei on the incidence of infectious conditions in children
2785,CD005240,Some epidemiological features of motorcycle collision injuries
2786,CD008603,Safety and immunogenicity of single-dose live oral cholera vaccine CVD 103-HgR in 5-9-year-old Indonesian children
2787,CD000174,Prophylactic indomethacin therapy in the first 24 hours of life for the prevention of patent ductus arteriosus in preterm infants treated prophylactically with surfactant in the delivery room
2788,CD001857,A randomized trial of treatment options for alcohol-abusing workers
2789,CD009671,No effect of selenium supplementation on serum glucose levels in men with prostate cancer
2790,CD002130,Glycoprotein IIB/IIIA inhibitor to reduce postpercutaneous coronary intervention myonecrosis and improve coronary flow in diabetics: the 'OPTIMIZE-IT' pilot randomized study
2791,CD005304,Recombinant human DNase in children with airway malacia and lower respiratory tract infection
2792,CD004220,A prospective randomized clinical study of thyroid hormone treatment after operations for complex congenital heart disease
2793,CD004028,"Randomized, placebo-controlled pilot study of divalproex sodium in the treatment of acute exacerbations of chronic schizophrenia"
2794,CD003735,Bornaprine vs placebo in Parkinson disease: double-blind controlled cross-over trial in 30 patients
2795,CD007066,"Aliskiren, a novel oral renin inhibitor, provides dose-dependent efficacy and placebo-like tolerability in Japanese patients with hypertension"
2796,CD008127,"Daclizumab in active relapsing multiple sclerosis (CHOICE study): a phase 2, randomised, double-blind, placebo-controlled, add-on trial with interferon beta"
2797,CD001920,"A randomized, controlled pilot study of a home-based exercise program for individuals with mild and moderate stroke"
2798,CD009094,The impact of user fee exemption on service utilization and treatment seeking behaviour: the case of malaria in Sudan
2799,CD005014,Prevention of childhood household injuries: a controlled clinical trial
2800,CD002106,European comparative clinical study of Inerpan: a new wound dressing in treatment of partial skin thickness burns
2801,CD001362,Five year results of a 3-month and two 5-month regimens for the treatment of sputum-positive pulmonary tuberculosis in South India
2802,CD003581,The West Los Angeles preterm birth prevention project: I. Program impact on high-risk women
2803,CD008306,The comparison of artificial urinary sphyncter implantation and endourethral macroplastique injection for the treatment of postprostatectomy incontinence
2804,CD008695,Tobramycin solution for inhalation reduces sputum Pseudomonas aeruginosa density in bronchiectasis
2805,CD002039,A comparison of immediate with deferred zidovudine therapy for asymptomatic HIV-infected adults with CD4 cell counts of 500 or more per cubic millimeter
2806,CD007110,"A prospective clinical trial comparing chemotherapy, radiotherapy and combined therapy in the treatment of early stage Hodgkin's disease with bulky disease"
2807,CD003145,Short-term quality-of-life outcomes following laparoscopic-assisted colectomy vs. open colectomy for colon cancer.
2808,CD005530,"Administration of combined diphtheria and tetanus toxoids and pertussis vaccine, hepatitis B vaccine, and Haemophilus influenzae type b (Hib) vaccine to infants and response to a booster dose of Hib conjugate vaccine"
2809,CD003036,Comparative multicentre trial of three IUDs inserted immediately following delivery of the placenta
2810,CD001756,The use of a vaginal sponge during aerobics in patients with genuine stress incontinence
2811,CD001454,Diuresis and pulmonary function in premature infants with respiratory distress syndrome
2812,CD004760,"A randomized, controlled trial of creatine monohydrate in patients with mitochondrial cytopathies"
2813,CD003362,"Male circumcision for HIV prevention in young men in Kisumu, Kenya: a randomised controlled trial"
2814,CD000510,Bovine surfactant replacement therapy in neonates of less than 30 weeks' gestation: a randomized controlled trial of prophylaxis vs treatment
2815,CD004349,Effect of blood pressure lowering and antihypertensive drug class on progression of hypertensive kidney disease
2816,CD002950,Desipramine treatment of cocaine dependence in methadone-maintained patients
2817,CD007530,Effects of the intermittent Pringle manoeuvre on hepatic gene expression and ultrastructure in a randomized clinical study
2818,CD002925,The effectiveness of community-based rehabilitation for stroke patients who remain at home: a pilot randomized trial
2819,CD000053,Field trial of the efficacy of a simplified and standard metrifonate treatments of Schistosoma haematobium
2820,CD007685,"Clinical efficacy of sublingual and subcutaneous birch pollen allergen-specific immunotherapy: a randomized, placebo-controlled, double-blind, double-dummy study"
2821,CD004401,Sulphamethoxazole prophylaxis in the otitis-prone child
2822,CD004343,Prophylactic ethamsylate for periventricular haemorrhage
2823,CD008053,Preterm premature rupture of membranes: home vs hospital management
2824,CD006345,Clinical benefits of lightweight compression: Reduction of venous-related symptoms by ready-to-wear lightweight gradient compression hosiery
2825,CD007987,Promoting health and home safety for children of parents with intellectual disability: a randomized controlled trial
2826,CD006843,Fetal fibronectin: the impact of a rapid test on the treatment of women with preterm labor symptoms
2827,CD008819,A physiological study of elastic compression stockings in venous disorders of the leg
2828,CD003944,"A double-blind, placebo-controlled study of fluoxetine in depressed patients with Alzheimer's disease"
2829,CD003834,Platelet monoamine oxidase response to lithium treatment in psychiatric patients
2830,CD003124,Controlled studies of the clinical effects of acetylcysteine in oral administration in respiratory infections in pediatrics
2831,CD008475,"Ovarian suppression induced with Buserelin or danazol in the management of endometriosis: a randomized, comparative study"
2832,CD004332,Acamprosate--a stabilizing factor in long-term withdrawal of alcoholic patients
2833,CD007694,Asthma management costs are lower with combination fluticasone/salmeterol (25/50 mcg BD) in a single inhaler than with budesonide (800 mcg BD) plus eformoterol (12 mcg BD) via separate inhalers
2834,CD001499,A 24-week randomized trial of controlled-release physostigmine in patients with Alzheimer's disease
2835,CD004740,Topical treatment of acute otitis externa: clinical comparison of an antibiotics ointment alone or in combination with hydrocortisone acetate
2836,CD002102,Local recurrence of rectal cancer following preoperative irradiation
2837,CD006400,Diet therapy for rheumatoid arthtitis: a controlled double-blind study of two different dietary regimens
2838,CD004000,Intravenous gamma-globulin treatment in Kawasaki disease
2839,CD007020,Effect of double-blind cross-over selenium supplementation on lipid peroxidation markers in cystic fibrosis patients
2840,CD005193,Naltrexone pharmacotherapy for opioid dependent federal probationers
2841,CD004559,"Chinese herbs in treatment of influenza: a randomised, double-blind, placebo-controlled trial"
2842,CD000530,"Treatment of the common cold with unrefined Echinacea. A randomized, double-blind, placebo-controlled trial"
2843,CD004770,"A double-blind trial of haloperidol, chlorpromazine, and lorazepam in the treatment of delirium in hospitalized AIDS patients"
2844,CD003074,Subcutaneous treatment of deep venous thrombosis with low molecular weight heparin. A dose finding study with LMWH-Novo
2845,CD001435,Randomized comparison of thalidomide versus placebo in toxic epidermal necrolysis
2846,CD004667,"A randomized, controlled trial of nurse-midwifery care"
2847,CD006722,Methylphenidate in mildly depressed outpatients
2848,CD003914,Vancomycin is not an essential component of the initial empiric treatment regimen for febrile neutropenic patients receiving ceftazidime: a randomized prospective study
2849,CD006194,Unstable Colles' fractures in elderly patients. A randomised trial of external fixation for redisplacement
2850,CD003522,Continuous passive motion following metacarpophalangeal joint arthroplasty
2851,CD003002,Serotonin antagonist improves obstructive sleep apnoea
2852,CD001479,The efficacy of oral vitamin A supplementation for measles and respiratory syncytial virus (RSV) infection
2853,CD007156,Pentoxifylline therapy: A new adjunct in the treatment of oral submucous fibrosis
2854,CD001886,Tranexamic acid reduces red cell transfusion better than epsilon-aminocaproic acid or placebo in liver transplantation
2855,CD007338,Effects of acute normovolemic hemodilution on perioperative coagulation and fibrinolysis in elderly patients undergoing hepatic carcinectomy
2856,CD003673,Clinical trial of indomethacin in Alzheimer's disease
2857,CD009672,"The effects of tibolone on vaginal blood flow, sexual desire and arousabilityin postmenopausal women"
2858,CD007383,Selective nonoperative management of abdominal stab wounds: prospective randomized study
2859,CD004323,Restrictions in quality of life in colorectal cancer patients over three years after diagnosis: a population based study.
2860,CD004466,Physiotherapy after coronary artery surgery: are breathing exercises necessary?
2861,CD009339,Clinical Symptom relief in obese patients with persistent moderate asthma secondary to decreased obesity
2862,CD003458,Depot-glucagon in the treatment of McArdle's disease
2863,CD004201,Nitrofurantoin macrocrystals prevent bacteriuria in intermittent self-catheterization
2864,CD001972,Therapy for oropharyngeal candidiasis in the immunocompromised host: a randomized double-blind study of fluconazole vs. ketoconazole
2865,CD010256,Comparison of intravenous aminophylline and salbutamol in severe asthma
2866,CD006772,Randomised controlled trial of follow up care in general practice of patients with myocardial infarction and angina: final results of the Southampton heart integrated care project (SHIP). The SHIP Collaborative Group
2867,CD006475,Long-term consumption of infant formulas containing live probiotic bacteria: tolerance and safety
2868,CD003443,Zuclopenthixol and perphenazine in patients with acute psychotic states. A double-blind multicentre study
2869,CD000399,"A double masked, randomized, placebo controlled, dose response study of inhaled nitric oxide for the treatment of persistent pulmonary hypertension of the newborn"
2870,CD005451,Do corticosteroids prevent post-herpetic neuralgia?
2871,CD003012,A controlled study of treatments of depression
2872,CD002026,Five year results of a randomized trial comparing hyperfractionated to conventional radiotherapy over four weeks in locally advanced head and neck cancer
2873,CD004366,A randomised controlled study on the effects of a short-term endurance training programme in patients with major depression
2874,CD003438,Can the conspicuity of objects be predicted from laboratory experiments?
2875,CD006112,A randomised double blind controlled trial of inspiratory muscle training in cystic fibrosis [abstract]
2876,CD005033,Perioperative blood transfusion does not increase the risk of colorectal cancer recurrence
2877,CD006066,Comparison of intrapartum electronic fetal heart rate monitoring vs intermittent auscultation in detecting fetal acidemia at birth
2878,CD000936,
2879,CD005609,Re-engineering the medication error-reporting process: removing the blame and improving the system
2880,CD000277,Prediction and prevention of delayed ischemic dysfunction after aneurysmal subarachnoid hemorrhage and early operation
2881,CD003215,Comparison of albumin versus bicarbonate treatment for neonatal metabolic acidosis
2882,CD007007,Intimate partner violence and emergency department screening: computerized screening versus usual care
2883,CD004081,Post-operative sore throat: effect of lignocaine jelly and spray with endotracheal intubation
2884,CD007748,"TOCOX - a randomised, double-blind, placebo-controlled trial of rofecoxib (a COX-2-specific prostaglandin inhibitor) for the prevention of preterm delivery in women at high risk"
2885,CD000191,"Effect of nicotine, silver acetate, and ordinary chewing gum in combination with group counselling on smoking cessation"
2886,CD008494,Mortality of HIV-1-infected patients in the first year of antiretroviral therapy: comparison between low-income and high-income countries
2887,CD006380,Dextromethorphan mitigates phantom pain in cancer amputees
2888,CD004435,Efficacy of positive airway pressure and oral appliance in mild to moderate obstructive sleep apnea
2889,CD001829,Chemoprevention of oral leukoplakia with vitamin A and beta carotene: an assessment
2890,CD004417,Adverse and beneficial effects of immediate treatment of group A beta-haemolytic streptococcal pharyngitis with penicillin
2891,CD007468,Facial paralysis in 403 consecutive patients. Emphasis on treatment response in patients with Bell's palsy
2892,CD004448,Indiginous Nigerian medicinal plants may be useful in the management of sickle-cell disorder [comment]
2893,CD004412,Effects of exercise on mental and physical health parameters of persons with schizophrenia
2894,CD003799,Estrogen replacement therapy for treatment of mild to moderate Alzheimer's disease
2895,CD006527,Effectiveness of community health workers for promoting use of safety eyewear by Latino farm workers
2896,CD008722,Salt restriction in hypertension: the effect of dietary advice and self monitoring of chloride concentration in urine
2897,CD006525,Integrated specialty mental health care among older minorities improves access but not outcomes: Results of the PRISMe study
2898,CD006080,Fracture of the distal radius. A prospective comparison between trans-styloid and Kapandji fixations
2899,CD004122,"Re: Nonshaved cranial surgery in black Africans: a short-term prospective preliminary study (Adeleye and Olowookere, Surg Neurol 2008;69-72) Effect of hair on surgical wound infection after cranial surgery: a 3-armed randomized clinical trial"
2900,CD000479,Effect of varicocelectomy on sperm parameters and pregnancy rate in patients with subclinical varicocele: a randomized prospective controlled study
2901,CD002986,Effect of negative ionisation of inspired air on the response of asthmatic children to exercise and inhaled histamine
2902,CD003032,"Lamotrigine versus valproic acid as first-line monotherapy in newly diagnosed typical absence seizures: an open-label, randomized, parallel-group study"
2903,CD007302,Double-blind study of gamma-vinyl GABA in patients with refractory epilepsy
2904,CD000972,"High-dose dexamethasone in quinine-treated patients with cerebral malaria: a double-blind, placebo-controlled trial"
2905,CD005282,"Delayed omega-3 fatty acid supplements in renal transplantation. A double-blind, placebo-controlled study"
2906,CD000254,"A randomised controlled trial investigating the effect of nutritional supplementation on visual function in normal, and age-related macular disease affected eyes: design and methodology [ISRCTN78467674]"
2907,CD001191,Efficacy of rivastigmine in subjects with moderately severe Alzheimer's disease
2908,CD006532,"Escitalopram in major depressive disorder: a multicenter, randomized, double-blind, fixed-dose, parallel trial in a Chinese population"
2909,CD001040,Adjuvant progestagen therapy improves survival in patients with endometrial cancer after hysterectomy. results of one-institutional prospective clinical trial
2910,CD009107,Intracutaneous injections of sterile water over the sacrum for labour analgesia
2911,CD007092,Internet-based health information consumer skills intervention for people living with HIV/AIDS
2912,CD005948,L-Thyroxine treatment of preterm newborns
2913,CD004989,The effect of touch on nutritional intake of chronic organic brain syndrome patients
2914,CD004816,Effects of increasing high-density lipoprotein cholesterol and decreasing low-density lipoprotein cholesterol on the incidence of first acute coronary events (from the Air Force/Texas Coronary Atherosclerosis Prevention Study)
2915,CD004217,Pain reduction interventions during neonatal circumcision
2916,CD002733,Recognizing influenza in older patients with chronic obstructive pulmonary disease who have received influenza vaccine
2917,CD002195,Review of local soft tissue recurrence of breast cancer irradiated with and without Actinomycin-D
2918,CD004177,Intermittent compression units for severe post-phlebitic syndrome: a randomized crossover study
2919,CD002086,Efficacy of minocycline compared with tetracycline in treatment of acne vulgaris
2920,CD006013,Anxiety levels in women attending colposcopy clinics for treatment for cervical intraepithelial neoplasia: a randomised trial of written and video information
2921,CD009097,Proprioceptive and sensorimotor performance in Parkinson's disease
2922,CD004578,Aripiprazole and risperidone versus placebo in schizophrenia and schizoaffective disorder
2923,CD006807,The use of absorbable clips in laparoscopic cholecystectomy
2924,CD001720,Cinical blood chemistry values and long acting phenothiazines
2925,CD006902,Psychophysiologic responses of mechanically ventilated patients to music: A pilot study
2926,CD002243,"Stress doses of hydrocortisone reverse hyperdynamic septic shock: a prospective, randomized, double-blind, single-center study"
2927,CD008422,A phase I/II dose-escalation trial of vitamin D3 and calcium in multiple sclerosis
2928,CD005265,The need for antibiotic prophylaxis in elective laparoscopic cholecystectomy: a prospective randomized study
2929,CD002307,Pretreatment of exercise-induced asthma in adults with aerosols and pulverized tablets
2930,CD007504,Treatment of Resistant Depression in Adolescents (TORDIA): week 24 outcomes
2931,CD006566,Effectiveness and benefit-cost of peer-based workplace substance abuse prevention
2932,CD004044,The pharmacological treatment of delusional depression
2933,CD004598,Analysis of peak magnitude and duration of analgesia produced by local anesthetics injected into sympathetic ganglia of complex regional pain syndrome patients
2934,CD008175,"1,25(OH)2D3 administration in moderate renal failure: a prospective double-blind trial"
2935,CD004407,No evidence of an association between MMR vaccine and gait disturbance
2936,CD006161,Influence of maternal oxygen administration on the term foetus before labor
2937,CD010042,Efficacy of low-dose hCG in late follicular phase in controlled ovarian stimulation using GnRH agonist protocol
2938,CD004084,Best choice of central venous insertion site for the prevention of catheter-related complications in adult patients who need cancer therapy: a randomized trial
2939,CD004069,Effect of antioxidants on the occurrence of pre-eclampsia in women at increased risk: a randomised trial
2940,CD006698,Feasibility and influence of the microgap of two implants placed in a non-submerged procedure: a five-year follow-up clinical trial
2941,CD003341,Quinine treatment of severe falciparum malaria in African children: A randomized comparison of three regimens
2942,CD007459,Effectiveness of an intervention to provide information to patients with hypertension as short text messages and reminders sent to their mobile phone (HTA-Alert)
2943,CD000967,
2944,CD003957,Group B Streptococcal colonization of pregnant women and their neonates
2945,CD005495,Preventive care at home for very preterm infants improves infant and caregiver outcomes at 2 years
2946,CD005025,A randomized trial of special packaging antihypertensive medications
2947,CD003100,The effects of intramuscular administration of corticosteroids on the induction of parturition
2948,CD001534,Long term cefadroxil prophylaxis in children with recurrent urinary tract infections
2949,CD007859,Pain perception following first orthodontic archwire placement--thermoelastic vs superelastic alloys: a randomized controlled trial
2950,CD002886,Effect of a single oral dose of prednisolone in acute childhood asthma
2951,CD000279,Is colonoscopic surveillance reducing colorectal cancer mortality in ulcerative colitis? A population based case control study
2952,CD004535,"Comparison of first-line antiretroviral therapy with regimens including nevirapine, efavirenz, or both drugs, plus stavudine and lamivudine: a randomised open-label trial, the 2NN study"
2953,CD009235,Adaptive support ventilation for faster weaning in COPD: a randomised controlled trial
2954,CD004909,Routine formal fetal movement counting and risks of antepartum late deaths in nomally formed singletons
